book_id,books_count,authors,original_publication_year,title,language_code,average_rating,image_url
583,65,Becca Fitzpatrick,2011,"Silence (Hush, Hush, #3)",eng,4.16,https://images.gr-assets.com/books/1362408152m/10637766.jpg
584,67,Lev Grossman,2009,The Magicians (The Magicians #1),eng,3.47,https://images.gr-assets.com/books/1313772941m/6101718.jpg
585,44,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)",eng,4.42,https://images.gr-assets.com/books/1419952134m/13615.jpg
586,65,Libba Bray,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng,3.79,https://images.gr-assets.com/books/1284558475m/3682.jpg
587,107,Jonathan Safran Foer,2002,Everything Is Illuminated,eng,3.9,https://images.gr-assets.com/books/1479774440m/256566.jpg
588,101,Robert Ludlum,1986,"The Bourne Supremacy (Jason Bourne, #2)",en-US,4.09,https://images.gr-assets.com/books/1335860600m/15769.jpg
589,53,Tammara Webber,2012,"Easy (Contours of the Heart, #1)",en-CA,4.11,https://images.gr-assets.com/books/1349370267m/16056408.jpg
590,1240,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,eng,3.96,https://images.gr-assets.com/books/1461452762m/58696.jpg
591,67,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,eng,4.11,https://images.gr-assets.com/books/1327908992m/693208.jpg
592,586,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,The Master and Margarita,eng,4.32,https://images.gr-assets.com/books/1327867963m/117833.jpg
593,157,Ursula K. Le Guin,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)",en-US,3.99,https://images.gr-assets.com/books/1353424536m/13642.jpg
594,77,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,eng,4,https://images.gr-assets.com/books/1456871914m/357664.jpg
595,82,John Knowles,1959,A Separate Peace,en-US,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
596,117,John Grisham,1995,The Rainmaker,eng,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
597,1887,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quixote,eng,3.85,https://images.gr-assets.com/books/1364958765m/3836.jpg
598,108,Robin Hobb,1995,"Assassin's Apprentice (Farseer Trilogy, #1)",eng,4.14,https://images.gr-assets.com/books/1320339497m/45107.jpg
599,162,Douglas Adams,1980,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
600,82,Lauren Kate,2010,"Torment (Fallen, #2)",eng,3.89,https://images.gr-assets.com/books/1362339749m/7740152.jpg
601,1,Beatrix Potter,1901,The Tale of Peter Rabbit,eng,4.17,https://images.gr-assets.com/books/1485118382m/19321.jpg
602,257,"C.S. Lewis, Pauline Baynes",1953,"The Silver Chair (Chronicles of Narnia, #4)",eng,3.95,https://images.gr-assets.com/books/1336139237m/65641.jpg
603,63,Brandon Sanderson,2008,"The Hero of Ages (Mistborn, #3)",eng,4.46,https://images.gr-assets.com/books/1480717763m/2767793.jpg
604,49,Susanna Kaysen,1993,"Girl, Interrupted",eng,3.9,https://images.gr-assets.com/books/1475482930m/68783.jpg
605,24,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea",,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
606,278,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,en-US,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
607,7,Cassandra Clare,2014,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,https://images.gr-assets.com/books/1460477794m/8755785.jpg
608,54,"Robert Munsch, Sheila McGraw",1986,Love You Forever,en-GB,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
609,123,Stephen King,2006,Cell,en-US,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
610,33,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,https://images.gr-assets.com/books/1354683116m/16158542.jpg
611,339,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion (Middle-Earth Universe),eng,3.87,https://images.gr-assets.com/books/1336502583m/7332.jpg
612,164,Stephen King,1987,"The Drawing of the Three (The Dark Tower, #2)",eng,4.23,https://images.gr-assets.com/books/1370918050m/5094.jpg
613,119,Kate Morton,2008,The Forgotten Garden,en-GB,4.12,https://images.gr-assets.com/books/1455283767m/3407877.jpg
614,915,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,The Trial,eng,3.98,https://images.gr-assets.com/books/1320399438m/17690.jpg
615,42,Sarah Dessen,2002,This Lullaby,eng,4.03,https://images.gr-assets.com/books/1397779294m/22205.jpg
616,65,Jodi Picoult,2000,Plain Truth,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
617,69,Piper Kerman,2010,Orange Is the New Black,eng,3.7,https://images.gr-assets.com/books/1320520714m/6314763.jpg
618,1717,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,eng,4.09,https://images.gr-assets.com/books/1355929358m/8921.jpg
619,106,Daniel Kahneman,2011,"Thinking, Fast and Slow",eng,4.08,https://images.gr-assets.com/books/1317793965m/11468377.jpg
620,103,Marion Zimmer Bradley,1982,"The Mists of Avalon (Avalon, #1)",eng,4.12,https://images.gr-assets.com/books/1388857089m/402045.jpg
621,75,Judy Blume,1970,"Are You There God? It's Me, Margaret",eng,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
622,115,Nicholas Sparks,2002,Nights in Rodanthe,eng,3.82,https://images.gr-assets.com/books/1328145638m/15926.jpg
623,111,Stephen King,2014,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng,3.92,https://images.gr-assets.com/books/1468705326m/18775247.jpg
624,73,Charlaine Harris,2007,"All Together Dead (Sookie Stackhouse, #7)",eng,4.05,https://images.gr-assets.com/books/1417964062m/140075.jpg
625,39,Chris Bohjalian,1997,Midwives,en-US,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
626,57,Chris Van Allsburg,1985,The Polar Express,en-US,4.29,https://images.gr-assets.com/books/1356707942m/420282.jpg
627,39,"Jon Scieszka, Lane Smith",1989,The True Story of the 3 Little Pigs,en-GB,4.29,https://images.gr-assets.com/books/1327884731m/125507.jpg
628,88,Tom Clancy,1987,"Patriot Games (Jack Ryan Universe, #2)",eng,4.11,https://images.gr-assets.com/books/1328007145m/32682.jpg
629,229,"Paulo Coelho, Margaret Jull Costa",1998,Veronika Decides to Die,eng,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
630,66,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead",eng,3.94,https://images.gr-assets.com/books/1364250803m/16071764.jpg
631,80,Charlaine Harris,2005,"Dead as a Doornail (Sookie Stackhouse, #5)",eng,4.01,https://images.gr-assets.com/books/1468562419m/170210.jpg
632,77,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)",en-US,4.01,https://images.gr-assets.com/books/1310649047m/10429045.jpg
633,132,Robert A. Heinlein,1959,Starship Troopers,en-CA,3.99,https://images.gr-assets.com/books/1406457252m/17214.jpg
634,86,Sophie Kinsella,2011,I've Got Your Number,eng,3.93,https://images.gr-assets.com/books/1327956732m/12033455.jpg
635,239,"Jostein Gaarder, Paulette Møller",1991,Sophie's World,eng,3.88,https://images.gr-assets.com/books/1343459906m/10959.jpg
636,14,Mark Cotta Vaz,2011,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",eng,4.3,https://images.gr-assets.com/books/1327904795m/11260526.jpg
637,271,Ray Bradbury,1950,The Martian Chronicles,en-US,4.12,https://images.gr-assets.com/books/1374049948m/76778.jpg
638,76,Jennifer Egan,2010,A Visit from the Goon Squad,eng,3.64,https://images.gr-assets.com/books/1356844046m/7331435.jpg
639,771,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
640,113,Michael Crichton,2002,Prey,,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
641,245,C.S. Lewis,1956,"The Last Battle (Chronicles of Narnia, #7)",eng,4.02,https://images.gr-assets.com/books/1308814830m/84369.jpg
642,2,Ken Follett,2007,"World Without End (The Kingsbridge Series, #2)",eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
643,77,"P.C. Cast, Kristin Cast",2008,"Chosen (House of Night, #3)",en-US,3.9,https://images.gr-assets.com/books/1393192825m/1326258.jpg
644,60,Colleen Hoover,2012,"Slammed (Slammed, #1)",eng,4.29,https://images.gr-assets.com/books/1328530463m/13372690.jpg
645,74,Alex Flinn,2007,"Beastly (Beastly, #1; Kendra Chronicles, #1)",eng,3.84,https://images.gr-assets.com/books/1334260193m/544891.jpg
646,634,"Geoffrey Chaucer, Nevill Coghill",1390,The Canterbury Tales,eng,3.48,https://images.gr-assets.com/books/1261208589m/2696.jpg
647,43,Emily Giffin,2006,Baby Proof,en-US,3.71,https://images.gr-assets.com/books/1361466583m/42149.jpg
648,119,Christopher Paolini,2011,"Inheritance (The Inheritance Cycle, #4)",en-US,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
649,107,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,1Q84,eng,3.89,https://images.gr-assets.com/books/1483103331m/10357575.jpg
650,1075,Harriet Beecher Stowe,1852,Uncle Tom's Cabin,eng,3.83,https://images.gr-assets.com/books/1414349231m/46787.jpg
651,782,"Gaston Leroux, Alexander Teixeira de Mattos",1909,The Phantom of the Opera,eng,3.97,https://images.gr-assets.com/books/1327867727m/480204.jpg
652,75,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",en-US,4.02,https://images.gr-assets.com/books/1468562748m/140079.jpg
653,231,"José Saramago, Giovanni Pontiero",1995,Blindness,en-US,4.08,https://images.gr-assets.com/books/1327866409m/2526.jpg
654,92,Jonathan Franzen,2010,Freedom,en-US,3.73,https://images.gr-assets.com/books/1316729686m/7905092.jpg
655,63,Ally Condie,2011,"Crossed (Matched, #2)",eng,3.52,https://images.gr-assets.com/books/1374335939m/15812814.jpg
656,58,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",en-US,3.82,https://images.gr-assets.com/books/1334491180m/852470.jpg
657,104,Aravind Adiga,2008,The White Tiger,eng,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
658,133,Jonathan Franzen,2001,The Corrections,eng,3.78,https://images.gr-assets.com/books/1355011305m/3805.jpg
659,83,Barack Obama,1995,Dreams from My Father: A Story of Race and Inheritance,eng,3.81,https://images.gr-assets.com/books/1352340675m/88061.jpg
660,83,Michael Crichton,1980,Congo,eng,3.55,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
661,47,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA,4.22,https://images.gr-assets.com/books/1405259744m/46677.jpg
662,83,Jhumpa Lahiri,1999,Interpreter of Maladies,eng,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
663,83,Howard Zinn,1980,A People's History of the United States,eng,4.07,https://images.gr-assets.com/books/1494279423m/2767.jpg
664,254,Truman Capote,1958,Breakfast at Tiffany's,eng,3.89,https://images.gr-assets.com/books/1477015353m/251688.jpg
665,101,Justin Cronin,2010,"The Passage (The Passage, #1)",eng,4.04,https://images.gr-assets.com/books/1327874267m/6690798.jpg
666,112,Neil Gaiman,2005,Anansi Boys,eng,4,https://images.gr-assets.com/books/1479778049m/2744.jpg
667,41,Sarah Dessen,2009,Along for the Ride,eng,4.08,https://images.gr-assets.com/books/1479692098m/5664985.jpg
668,62,Celeste Ng,2014,Everything I Never Told You,eng,3.78,https://images.gr-assets.com/books/1386795198m/18693763.jpg
669,243,"Isabel Allende, Magda Bogin",1982,The House of the Spirits,en-US,4.2,https://images.gr-assets.com/books/1358615501m/9328.jpg
670,145,Stephen King,1979,The Dead Zone,en-US,3.9,https://images.gr-assets.com/books/1283509622m/11573.jpg
671,876,"Agatha Christie, Ροζίτα Σώκου",1920,"The Mysterious Affair at Styles (Hercule Poirot, #1)",eng,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
672,429,Agatha Christie,1934,"Murder on the Orient Express (Hercule Poirot, #10)",eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
673,83,Chimamanda Ngozi Adichie,2013,Americanah,eng,4.26,https://images.gr-assets.com/books/1356654499m/15796700.jpg
674,79,James Patterson,2001,Suzanne's Diary for Nicholas,eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
675,154,Stephen King,1980,Firestarter,eng,3.85,https://images.gr-assets.com/books/1394208032m/233667.jpg
676,76,Sylvia Day,2013,"Entwined with You (Crossfire, #3)",eng,4.19,https://images.gr-assets.com/books/1362526983m/15731779.jpg
677,70,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng,4.27,https://images.gr-assets.com/books/1320531983m/6289283.jpg
678,79,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,eng,3.98,https://images.gr-assets.com/books/1404582137m/18293427.jpg
679,74,Ludwig Bemelmans,1939,Madeline,en-GB,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
680,709,Napoleon Hill,1937,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
681,132,"Laura Ingalls Wilder, Garth Williams",1932,"Little House in the Big Woods (Little House, #1)",eng,4.16,https://images.gr-assets.com/books/1475195170m/8337.jpg
682,124,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,eng,3.8,https://images.gr-assets.com/books/1357027589m/14201.jpg
683,105,Nicholas Sparks,2001,A Bend in the Road,eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
684,63,Rick Riordan,2013,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,https://images.gr-assets.com/books/1464201430m/12127810.jpg
685,61,Michael  Grant,2008,"Gone (Gone, #1)",eng,3.85,https://images.gr-assets.com/books/1357796831m/2536134.jpg
686,85,Nicholas Sparks,2003,"The Wedding (The Notebook, #2)",en-US,3.98,https://images.gr-assets.com/books/1385738787m/3466.jpg
687,38,David McCullough,2005,1776,eng,4.06,https://images.gr-assets.com/books/1306787560m/1067.jpg
688,37,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,eng,3.98,https://images.gr-assets.com/books/1356441391m/10847.jpg
689,51,Jess Walter,2012,Beautiful Ruins,eng,3.67,https://images.gr-assets.com/books/1338161553m/11447921.jpg
690,62,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
691,122,Stephen King,1999,On Writing: A Memoir of the Craft,eng,4.31,https://images.gr-assets.com/books/1436735207m/10569.jpg
692,61,Kristin Hannah,2008,"Firefly Lane (Firefly Lane, #1)",en-US,4.04,https://images.gr-assets.com/books/1362435448m/1472878.jpg
693,122,Michael Crichton,1987,Sphere,eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
694,47,Emily Giffin,2008,Love the One You're With,en-US,3.7,https://images.gr-assets.com/books/1361466590m/2120652.jpg
695,109,"Robert Galbraith, J.K. Rowling",2014,"The Silkworm (Cormoran Strike, #2)",eng,4.03,https://images.gr-assets.com/books/1392577290m/18214414.jpg
696,111,Anne Rice,1985,"The Vampire Lestat (The Vampire Chronicles, #2)",eng,4.05,https://images.gr-assets.com/books/1347515742m/43814.jpg
697,49,Ann Patchett,2011,State of Wonder,eng,3.85,https://images.gr-assets.com/books/1454428541m/9118135.jpg
698,75,Matthew Quick,2008,The Silver Linings Playbook,en-US,4,https://images.gr-assets.com/books/1358277412m/13539044.jpg
699,1691,"Jules Verne, Anthony Bonner",1869,Twenty Thousand Leagues Under the Sea,eng,3.86,https://images.gr-assets.com/books/1494979127m/33507.jpg
700,63,Philippa Gregory,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",en-US,3.88,https://images.gr-assets.com/books/1355932704m/16181.jpg
701,572,"Virginia Woolf, Maureen Howard",1925,Mrs. Dalloway,en-US,3.78,https://images.gr-assets.com/books/1479336522m/14942.jpg
702,173,"Jonas Jonasson, Rod Bradbury",2009,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,en-GB,3.81,https://images.gr-assets.com/books/1334848488m/13486632.jpg
703,134,Stephen King,1998,Bag of Bones,en-US,3.87,https://images.gr-assets.com/books/1365592796m/10589.jpg
704,114,John Irving,1985,The Cider House Rules,eng,4.1,https://images.gr-assets.com/books/1327962519m/4687.jpg
705,132,"Richard Bachman, Stephen King",1984,Thinner,en-GB,3.66,https://images.gr-assets.com/books/1346947063m/10605.jpg
706,1903,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Around the World in Eighty Days,eng,3.9,https://images.gr-assets.com/books/1308815551m/54479.jpg
707,65,Sharon Creech,1994,Walk Two Moons,eng,3.95,https://images.gr-assets.com/books/1389035862m/53496.jpg
708,194,"Paulo Coelho, Margaret Jull Costa",2003,Eleven Minutes,eng,3.69,https://images.gr-assets.com/books/1358266987m/1430.jpg
709,155,J.D. Salinger,1953,Nine Stories,eng,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
710,64,Julie Powell,2005,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",eng,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
711,62,Neal Shusterman,2007,"Unwind (Unwind, #1)",eng,4.18,https://images.gr-assets.com/books/1297677706m/764347.jpg
712,96,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)",eng,4.34,https://images.gr-assets.com/books/1500688941m/10988.jpg
713,61,Marie Lu,2013,"Prodigy (Legend, #2)",eng,4.29,https://images.gr-assets.com/books/1336254717m/13414446.jpg
714,1108,William Shakespeare,1603,King Lear,eng,3.89,https://images.gr-assets.com/books/1331563731m/12938.jpg
715,139,Arthur Miller,1949,Death of a Salesman,eng,3.49,https://images.gr-assets.com/books/1469024140m/12898.jpg
716,101,Nicholas Sparks,2007,The Choice,en-US,3.99,https://images.gr-assets.com/books/1385739133m/531350.jpg
717,11,Kate Egan,2012,The Hunger Games: Official Illustrated Movie Companion,en-US,4.51,https://images.gr-assets.com/books/1363678804m/11742691.jpg
718,221,William Faulkner,1929,The Sound and the Fury,eng,3.86,https://images.gr-assets.com/books/1433089995m/10975.jpg
719,45,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
720,34,Tite Kubo,2002,"Bleach, Volume 01",eng,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
721,24,Allie Brosh,2013,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",eng,4.17,https://images.gr-assets.com/books/1409522492m/17571564.jpg
722,83,Robert Jordan,1992,"The Shadow Rising (Wheel of Time, #4)",en-US,4.21,https://images.gr-assets.com/books/1470841890m/9539.jpg
723,101,Gregory David Roberts,2003,Shantaram,eng,4.26,https://images.gr-assets.com/books/1333482282m/33600.jpg
724,67,Charlaine Harris,2008,"From Dead to Worse (Sookie Stackhouse, #8)",eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
725,151,"Stephen King, Ned Dameron",1991,"The Waste Lands (The Dark Tower, #3)",eng,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
726,109,Jeffery Deaver,1997,"The Bone Collector (Lincoln Rhyme, #1)",en-US,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
727,183,"Bernhard Schlink, Carol Brown Janeway",1995,The Reader,eng,3.73,https://images.gr-assets.com/books/1327936339m/101299.jpg
728,77,"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?",eng,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
729,107,Dan Simmons,1989,"Hyperion (Hyperion Cantos, #1)",eng,4.21,https://images.gr-assets.com/books/1405546838m/77566.jpg
730,233,John Steinbeck,1947,The Pearl,eng,3.41,https://images.gr-assets.com/books/1437234939m/5308.jpg
731,1,William Peter Blatty,1971,The Exorcist,en-US,4.14,https://images.gr-assets.com/books/1375168676m/179780.jpg
732,93,Stephenie Meyer,2009,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",eng,3.51,https://images.gr-assets.com/books/1274335680m/7937462.jpg
733,97,David Guterson,1994,Snow Falling on Cedars,eng,3.8,https://images.gr-assets.com/books/1479863528m/77142.jpg
734,102,Alex Haley,1976,Roots: The Saga of an American Family,en-US,4.42,https://images.gr-assets.com/books/1329398936m/546018.jpg
735,69,"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke,eng,4.36,https://images.gr-assets.com/books/1346331835m/96358.jpg
736,109,Ralph Ellison,1952,Invisible Man,eng,3.84,https://images.gr-assets.com/books/1352854247m/16981.jpg
737,68,Ishmael Beah,2007,A Long Way Gone: Memoirs of a Boy Soldier,en-US,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
738,73,Robert C. O'Brien,1971,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",,4.13,https://images.gr-assets.com/books/1351191064m/9822.jpg
739,132,Stephen King,1982,Different Seasons,eng,4.34,https://images.gr-assets.com/books/1329662611m/39662.jpg
740,14,"Laura Ingalls Wilder, Garth Williams",1953,"The Little House Collection (Little House, #1-9)",,4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
741,61,Melissa Bank,1998,The Girls' Guide to Hunting and Fishing,,3.29,https://images.gr-assets.com/books/1309210476m/33926.jpg
742,116,Hugh Howey,2012,"Wool Omnibus (Silo, #1)",eng,4.24,https://images.gr-assets.com/books/1349614200m/13453029.jpg
743,51,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",en-US,4.26,https://images.gr-assets.com/books/1331419009m/28881.jpg
744,153,Eckhart Tolle,1997,The Power of Now: A Guide to Spiritual Enlightenment,eng,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
745,2,Jenny  Lawson,2012,Let's Pretend This Never Happened: A Mostly True Memoir,eng,3.9,https://images.gr-assets.com/books/1489415716m/12868761.jpg
746,72,Scott Lynch,2006,"The Lies of Locke Lamora (Gentleman Bastard, #1)",eng,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
747,99,Garth Nix,1995,"Sabriel (Abhorsen,  #1)",en-US,4.17,https://images.gr-assets.com/books/1293655399m/518848.jpg
748,68,Charlaine Harris,2009,"Dead and Gone (Sookie Stackhouse, #9)",eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
749,62,Jodi Picoult,2013,The Storyteller,eng,4.26,https://images.gr-assets.com/books/1356328634m/15753740.jpg
750,60,Jennifer L. Armentrout,2011,"Obsidian (Lux, #1)",eng,4.23,https://images.gr-assets.com/books/1328275091m/12578077.jpg
751,142,Douglas Adams,1982,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng,4.19,https://images.gr-assets.com/books/1333577589m/8694.jpg
752,55,Sarah J. Maas,2013,"Crown of Midnight (Throne of Glass, #2)",en-CA,4.49,https://images.gr-assets.com/books/1391580481m/17167166.jpg
753,34,Bryan Lee O'Malley,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
754,51,Jeannette Walls,2008,Half Broke Horses,eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
755,4,Terry Pratchett,1987,"Mort (Death, #1; Discworld, #4)",eng,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
756,58,Julie Kagawa,2010,"The Iron King (The Iron Fey, #1)",eng,3.92,https://images.gr-assets.com/books/1327877670m/6644117.jpg
757,57,Larry McMurtry,1985,Lonesome Dove,en-US,4.47,https://images.gr-assets.com/books/1378573063m/256008.jpg
758,48,Mary Roach,2003,Stiff: The Curious Lives of Human Cadavers,eng,4.05,https://images.gr-assets.com/books/1347656489m/32145.jpg
759,37,Richelle Mead,2011,"Bloodlines (Bloodlines, #1)",en-US,4.22,https://images.gr-assets.com/books/1297199431m/8709527.jpg
760,63,Orson Scott Card,1998,"Ender's Shadow (Ender's Shadow, #1)",eng,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
761,74,Sophie Kinsella,2009,Twenties Girl,eng,3.82,https://images.gr-assets.com/books/1320544759m/6063187.jpg
762,134,Thomas Keneally,1982,Schindler's List,eng,4.34,https://images.gr-assets.com/books/1348163457m/375013.jpg
763,104,Toni Morrison,1970,The Bluest Eye,eng,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
764,101,Philippa Gregory,2009,"The White Queen (The Plantagenet and Tudor Novels, #2)",eng,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
765,105,"Malcolm X, Alex Haley",1965,The Autobiography of Malcolm X,eng,4.29,https://images.gr-assets.com/books/1434682864m/92057.jpg
766,68,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,Preludes & Nocturnes (The Sandman #1),eng,4.3,https://images.gr-assets.com/books/1411609637m/23754.jpg
767,63,Laura Hillenbrand,1999,Seabiscuit: An American Legend,en-US,4.2,https://images.gr-assets.com/books/1171644213m/110737.jpg
